filename,class,xmin,ymin,xmax,ymax
Cats_Test1571.png,dog,133,50,233,193
Cats_Test1572.png,dog,31,37,272,322
Cats_Test1573.png,cat,135,33,331,217
Cats_Test1574.png,dog,88,134,228,246
Cats_Test1575.png,dog,80,4,193,152
Cats_Test1576.png,cat,129,7,410,273
Cats_Test1577.png,dog,181,6,347,153
Cats_Test1578.png,dog,103,146,274,285
Cats_Test1579.png,cat,202,66,284,138
Cats_Test158.png,cat,333,72,425,158
Cats_Test1580.png,dog,183,48,358,179
Cats_Test1581.png,dog,171,81,369,263
Cats_Test1582.png,dog,33,53,267,337
Cats_Test1583.png,cat,140,47,257,182
Cats_Test1584.png,dog,184,43,319,210
Cats_Test1585.png,dog,39,23,428,246
Cats_Test1586.png,dog,121,36,289,151
Cats_Test1587.png,dog,103,120,233,253
Cats_Test1588.png,dog,22,1,286,334
Cats_Test1589.png,dog,103,30,362,284
Cats_Test159.png,cat,141,5,374,228
Cats_Test1590.png,dog,297,79,351,149
Cats_Test1591.png,cat,110,7,314,255
Cats_Test1592.png,dog,131,1,408,277
Cats_Test1593.png,dog,88,37,370,295
Cats_Test1594.png,dog,25,5,139,136
Cats_Test1595.png,dog,133,136,314,301
Cats_Test1596.png,dog,97,83,259,198
Cats_Test1597.png,cat,157,16,327,216
Cats_Test1598.png,dog,85,41,320,306
Cats_Test1599.png,dog,129,68,267,209
Cats_Test16.png,dog,181,1,386,173
Cats_Test160.png,dog,29,1,451,310
Cats_Test1600.png,dog,181,110,273,214
Cats_Test1601.png,dog,60,146,223,267
Cats_Test1602.png,dog,188,59,315,146
Cats_Test1603.png,dog,34,27,268,230
Cats_Test1604.png,dog,88,61,228,204
Cats_Test1605.png,dog,71,27,249,174
Cats_Test1606.png,dog,68,15,366,306
Cats_Test1607.png,dog,292,104,390,235
Cats_Test1608.png,dog,75,21,276,249
Cats_Test1609.png,cat,1,1,333,377
Cats_Test161.png,cat,151,64,268,184
Cats_Test1610.png,dog,180,34,245,115
Cats_Test1611.png,dog,77,147,246,385
Cats_Test1612.png,dog,108,65,353,339
Cats_Test1613.png,dog,220,81,299,148
Cats_Test1614.png,dog,134,149,235,264
Cats_Test1615.png,cat,169,74,333,212
Cats_Test1616.png,dog,40,110,333,484
Cats_Test1617.png,dog,183,92,291,259
Cats_Test1618.png,dog,108,14,225,148
Cats_Test1619.png,cat,320,85,391,170
Cats_Test162.png,dog,106,17,325,266
Cats_Test1620.png,cat,188,20,287,122
Cats_Test1621.png,dog,74,8,235,227
Cats_Test1622.png,dog,77,6,282,269
Cats_Test1623.png,dog,80,38,215,198
Cats_Test1624.png,cat,64,68,214,224
Cats_Test1625.png,dog,254,25,410,175
Cats_Test1626.png,dog,197,133,376,380
Cats_Test1627.png,dog,153,53,282,185
Cats_Test1628.png,dog,155,131,232,221
Cats_Test1629.png,dog,99,1,329,291
Cats_Test163.png,cat,358,101,498,241
Cats_Test1630.png,dog,200,105,299,217
Cats_Test1631.png,cat,89,17,168,106
Cats_Test1632.png,dog,196,54,352,221
Cats_Test1633.png,cat,185,84,315,236
Cats_Test1634.png,dog,53,25,235,236
Cats_Test1635.png,dog,208,130,315,204
Cats_Test1636.png,cat,36,22,171,179
Cats_Test1637.png,cat,152,74,309,247
Cats_Test1638.png,dog,75,89,219,216
Cats_Test1639.png,cat,249,9,377,160
Cats_Test164.png,dog,142,55,398,305
Cats_Test1640.png,dog,33,34,177,178
Cats_Test1641.png,cat,165,75,376,288
Cats_Test1642.png,cat,103,48,311,277
Cats_Test1643.png,dog,59,70,154,153
Cats_Test1644.png,dog,99,40,335,242
Cats_Test1645.png,dog,224,55,328,151
Cats_Test1646.png,dog,248,143,276,165
Cats_Test1647.png,dog,167,28,367,215
Cats_Test1648.png,dog,86,9,412,308
Cats_Test1649.png,dog,172,117,284,222
Cats_Test165.png,cat,146,16,284,153
Cats_Test1650.png,dog,93,34,331,272
Cats_Test1651.png,dog,10,12,393,317
Cats_Test1652.png,dog,1,21,450,417
Cats_Test1653.png,dog,146,32,323,265
Cats_Test1654.png,cat,121,28,349,281
Cats_Test1655.png,dog,16,21,293,267
Cats_Test1656.png,dog,85,48,288,239
Cats_Test1657.png,dog,351,69,444,169
Cats_Test1658.png,dog,257,30,444,310
Cats_Test1659.png,cat,60,90,122,159
Cats_Test166.png,cat,203,30,425,257
Cats_Test1660.png,dog,213,27,394,209
Cats_Test1661.png,cat,121,19,213,107
Cats_Test1662.png,cat,163,9,313,176
Cats_Test1663.png,dog,99,98,226,199
Cats_Test1664.png,dog,154,113,258,214
Cats_Test1665.png,cat,65,35,163,143
Cats_Test1666.png,cat,60,2,109,54
Cats_Test1667.png,dog,183,192,312,370
Cats_Test1668.png,dog,179,75,343,232
Cats_Test1669.png,dog,169,7,334,117
Cats_Test167.png,cat,21,1,191,178
Cats_Test1670.png,cat,90,4,321,240
Cats_Test1671.png,dog,46,46,331,335
Cats_Test1672.png,dog,133,68,344,271
Cats_Test1673.png,cat,76,28,157,112
Cats_Test1674.png,dog,169,29,292,203
Cats_Test1675.png,dog,133,9,389,252
Cats_Test1676.png,cat,334,20,412,109
Cats_Test1677.png,dog,171,61,370,250
Cats_Test1678.png,cat,68,13,195,138
Cats_Test1679.png,dog,184,203,265,312
Cats_Test168.png,dog,77,76,262,233
Cats_Test1680.png,cat,20,58,257,278
Cats_Test1681.png,dog,180,63,434,331
Cats_Test1682.png,dog,152,300,216,359
Cats_Test1683.png,cat,227,24,359,156
Cats_Test1684.png,dog,217,6,364,163
Cats_Test1685.png,dog,212,14,388,272
Cats_Test1686.png,dog,47,1,173,136
Cats_Test1687.png,cat,81,7,246,146
Cats_Test1688.png,dog,37,17,452,431
Cats_Test1689.png,dog,72,53,201,203
Cats_Test169.png,cat,199,61,392,234
Cats_Test1690.png,dog,376,79,468,208
Cats_Test1691.png,cat,145,25,218,96
Cats_Test1692.png,dog,222,183,313,252
Cats_Test1693.png,cat,187,8,389,250
Cats_Test1694.png,cat,128,89,244,217
Cats_Test1695.png,dog,74,102,286,268
Cats_Test1696.png,cat,181,21,318,153
Cats_Test1697.png,dog,71,188,269,467
Cats_Test1698.png,dog,101,125,274,329
Cats_Test1699.png,cat,209,35,314,155
Cats_Test17.png,dog,160,176,456,357
Cats_Test170.png,dog,183,59,439,258
Cats_Test1700.png,dog,95,21,284,173
Cats_Test1701.png,dog,154,7,371,226
Cats_Test1702.png,dog,92,22,369,343
Cats_Test1703.png,dog,17,1,341,312
Cats_Test1704.png,cat,73,1,493,274
Cats_Test1705.png,dog,81,13,221,148
Cats_Test1706.png,cat,140,6,319,219
Cats_Test1707.png,cat,101,30,376,277
Cats_Test1708.png,dog,106,71,178,124
Cats_Test1709.png,cat,144,54,292,212
Cats_Test171.png,dog,43,27,159,159
Cats_Test1710.png,dog,89,24,217,140
Cats_Test1711.png,cat,136,30,295,203
Cats_Test1712.png,dog,99,69,213,168
Cats_Test1713.png,dog,126,80,278,186
Cats_Test1714.png,dog,154,46,225,155
Cats_Test1715.png,cat,231,1,411,162
Cats_Test1716.png,dog,102,40,226,146
Cats_Test1717.png,cat,185,51,325,184
Cats_Test1718.png,dog,246,72,397,214
Cats_Test1719.png,cat,203,59,375,223
Cats_Test172.png,dog,89,39,436,329
Cats_Test1720.png,dog,41,19,146,151
Cats_Test1721.png,cat,214,27,324,128
Cats_Test1722.png,dog,132,1,239,123
Cats_Test1723.png,cat,125,71,354,280
Cats_Test1724.png,dog,100,62,153,125
Cats_Test1725.png,dog,16,75,323,336
Cats_Test1726.png,cat,223,179,322,284
Cats_Test1727.png,dog,78,8,228,143
Cats_Test1728.png,cat,176,47,409,267
Cats_Test1729.png,cat,160,43,378,245
Cats_Test173.png,cat,230,38,368,147
Cats_Test1730.png,dog,84,7,240,114
Cats_Test1731.png,dog,10,61,230,224
Cats_Test1732.png,dog,96,44,176,130
Cats_Test1733.png,cat,1,93,375,480
Cats_Test1734.png,dog,43,47,176,135
Cats_Test1735.png,cat,85,133,169,222
Cats_Test1736.png,dog,55,1,354,294
Cats_Test1737.png,dog,7,13,267,262
Cats_Test1738.png,dog,54,42,288,252
Cats_Test1739.png,cat,88,22,265,228
Cats_Test174.png,cat,1,67,281,281
Cats_Test1740.png,dog,201,50,303,154
Cats_Test1741.png,dog,150,20,335,172
Cats_Test1742.png,dog,151,22,351,228
Cats_Test1743.png,dog,169,24,362,149
Cats_Test1744.png,cat,102,94,249,252
Cats_Test1745.png,dog,133,61,429,251
Cats_Test1746.png,cat,33,13,321,299
Cats_Test1747.png,cat,227,55,303,149
Cats_Test1748.png,cat,94,83,211,190
Cats_Test1749.png,dog,116,98,271,226
Cats_Test175.png,cat,74,4,289,220
Cats_Test1750.png,cat,111,6,287,176
Cats_Test1751.png,dog,165,35,398,230
Cats_Test1752.png,cat,50,14,336,304
Cats_Test1753.png,dog,132,64,276,239
Cats_Test1754.png,dog,95,1,404,297
Cats_Test1755.png,dog,44,9,96,78
Cats_Test1756.png,dog,95,6,240,166
Cats_Test1757.png,cat,22,100,258,345
Cats_Test1758.png,dog,1,54,317,286
Cats_Test1759.png,dog,185,22,401,236
Cats_Test176.png,dog,134,100,267,238
Cats_Test1760.png,cat,74,1,389,309
Cats_Test1761.png,dog,187,18,320,179
Cats_Test1762.png,dog,155,44,401,292
Cats_Test1763.png,dog,137,44,314,291
Cats_Test1764.png,dog,132,55,314,333
Cats_Test1765.png,cat,63,85,166,180
Cats_Test1766.png,dog,51,37,397,309
Cats_Test1767.png,cat,144,1,299,179
Cats_Test1768.png,dog,95,1,436,368
Cats_Test1769.png,cat,116,49,249,192
Cats_Test177.png,dog,83,20,282,219
Cats_Test1770.png,cat,4,40,111,154
Cats_Test1771.png,dog,144,30,406,285
Cats_Test1772.png,dog,244,105,345,211
Cats_Test1773.png,dog,290,23,445,241
Cats_Test1774.png,cat,190,27,245,91
Cats_Test1775.png,dog,132,49,301,181
Cats_Test1776.png,dog,123,8,279,153
Cats_Test1777.png,dog,125,151,220,232
Cats_Test1778.png,cat,36,74,166,211
Cats_Test1779.png,cat,74,18,237,200
Cats_Test178.png,dog,90,28,321,302
Cats_Test1780.png,cat,17,11,70,67
Cats_Test1781.png,cat,103,26,312,228
Cats_Test1782.png,dog,20,78,375,379
Cats_Test1783.png,dog,125,38,331,206
Cats_Test1784.png,dog,92,62,363,295
Cats_Test1785.png,dog,165,22,328,181
Cats_Test1786.png,dog,124,21,330,255
Cats_Test1787.png,cat,125,93,324,254
Cats_Test1788.png,dog,148,101,266,226
Cats_Test1789.png,dog,148,47,289,164
Cats_Test179.png,dog,318,119,445,258
Cats_Test1790.png,dog,91,53,337,239
Cats_Test1791.png,dog,92,17,404,335
Cats_Test1792.png,dog,254,202,336,288
Cats_Test1793.png,dog,17,82,291,375
Cats_Test1794.png,dog,133,57,276,210
Cats_Test1795.png,dog,249,135,302,198
Cats_Test1796.png,dog,171,79,269,181
Cats_Test1797.png,dog,31,146,215,279
Cats_Test1798.png,cat,22,31,322,310
Cats_Test1799.png,dog,67,19,167,97
Cats_Test18.png,dog,97,21,173,102
Cats_Test180.png,dog,15,116,309,282
Cats_Test1800.png,cat,189,61,418,295
Cats_Test1801.png,cat,128,122,254,252
Cats_Test1802.png,dog,29,10,114,140
Cats_Test1803.png,dog,119,157,276,309
Cats_Test1804.png,dog,20,57,381,318
Cats_Test1805.png,cat,209,1,359,194
Cats_Test1806.png,cat,42,17,104,85
Cats_Test1807.png,dog,123,21,356,211
Cats_Test1808.png,dog,60,68,294,320
Cats_Test1809.png,dog,30,48,238,250
Cats_Test181.png,dog,311,92,388,152
Cats_Test1810.png,cat,224,103,366,234
Cats_Test1811.png,dog,200,1,359,215
Cats_Test1812.png,dog,112,58,191,133
Cats_Test1813.png,dog,295,54,406,213
Cats_Test1814.png,dog,57,53,203,194
Cats_Test1815.png,dog,163,1,464,344
Cats_Test1816.png,cat,61,6,108,61
Cats_Test1817.png,dog,81,40,296,255
Cats_Test1818.png,cat,68,2,423,342
Cats_Test1819.png,dog,143,16,347,262
Cats_Test182.png,dog,19,55,361,437
Cats_Test1820.png,dog,43,1,399,293
Cats_Test1821.png,dog,115,124,300,330
Cats_Test1822.png,cat,88,1,305,211
Cats_Test1823.png,dog,319,48,409,151
Cats_Test1824.png,cat,250,29,295,71
Cats_Test1825.png,dog,123,23,309,222
Cats_Test1826.png,dog,48,6,373,228
Cats_Test1827.png,dog,151,62,259,204
Cats_Test1828.png,dog,218,62,428,292
Cats_Test1829.png,dog,73,12,173,122
Cats_Test183.png,dog,30,135,276,454
Cats_Test1830.png,dog,41,80,317,328
Cats_Test1831.png,dog,149,109,224,162
Cats_Test1832.png,dog,116,1,378,265
Cats_Test1833.png,dog,92,3,173,81
Cats_Test1834.png,dog,120,63,264,195
Cats_Test1835.png,dog,97,109,245,233
Cats_Test1836.png,dog,80,108,173,195
Cats_Test1837.png,dog,93,7,259,201
Cats_Test1838.png,dog,147,37,358,255
Cats_Test1839.png,cat,171,96,284,206
Cats_Test184.png,cat,173,39,314,179
Cats_Test1840.png,dog,19,99,213,238
Cats_Test1841.png,dog,200,27,336,115
Cats_Test1842.png,dog,194,7,371,146
Cats_Test1843.png,dog,117,301,238,436
Cats_Test1844.png,dog,168,18,326,231
Cats_Test1845.png,dog,83,131,188,250
Cats_Test1846.png,dog,289,89,364,140
Cats_Test1847.png,dog,102,37,193,127
Cats_Test1848.png,dog,147,35,397,260
Cats_Test1849.png,dog,82,12,149,87
Cats_Test185.png,dog,87,26,194,104
Cats_Test1850.png,cat,119,23,334,275
Cats_Test1851.png,cat,109,173,205,274
Cats_Test1852.png,cat,148,57,307,223
Cats_Test1853.png,dog,22,137,192,309
Cats_Test1854.png,dog,29,45,127,155
Cats_Test1855.png,dog,24,7,104,101
Cats_Test1856.png,dog,173,74,314,217
Cats_Test1857.png,dog,150,43,415,240
Cats_Test1858.png,cat,130,38,168,75
Cats_Test1859.png,cat,152,80,338,246
Cats_Test186.png,dog,71,42,405,299
Cats_Test1860.png,dog,160,61,337,248
Cats_Test1861.png,dog,146,1,412,305
Cats_Test1862.png,dog,193,88,342,274
Cats_Test1863.png,dog,212,31,343,194
Cats_Test1864.png,dog,123,64,420,322
Cats_Test1865.png,dog,101,1,421,289
Cats_Test1866.png,cat,39,23,109,95
Cats_Test1867.png,dog,70,37,195,133
Cats_Test1868.png,dog,89,1,437,307
Cats_Test1869.png,dog,300,59,450,241
Cats_Test187.png,dog,143,14,342,324
Cats_Test1870.png,cat,1,1,253,283
Cats_Test1871.png,dog,92,88,179,188
Cats_Test1872.png,cat,157,46,311,206
Cats_Test1873.png,dog,93,130,210,242
Cats_Test1874.png,dog,145,63,335,280
Cats_Test1875.png,cat,144,8,211,85
Cats_Test1876.png,dog,73,34,218,143
Cats_Test1877.png,cat,27,63,281,283
Cats_Test1878.png,dog,1,1,296,221
Cats_Test1879.png,dog,46,25,194,169
Cats_Test188.png,dog,298,27,431,145
Cats_Test1880.png,dog,12,1,174,157
Cats_Test1881.png,dog,252,92,347,179
Cats_Test1882.png,dog,175,158,279,282
Cats_Test1883.png,dog,253,27,387,178
Cats_Test1884.png,dog,122,24,379,334
Cats_Test1885.png,dog,92,26,270,200
Cats_Test1886.png,dog,230,112,371,229
Cats_Test1887.png,dog,141,40,255,150
Cats_Test1888.png,dog,132,46,306,245
Cats_Test1889.png,cat,213,42,315,168
Cats_Test189.png,dog,146,1,436,258
Cats_Test1890.png,dog,71,47,351,335
Cats_Test1891.png,dog,109,48,276,185
Cats_Test1892.png,dog,42,111,412,400
Cats_Test1893.png,dog,116,1,321,239
Cats_Test1894.png,dog,127,26,277,191
Cats_Test1895.png,dog,1,1,306,281
Cats_Test1896.png,dog,160,97,345,217
Cats_Test1897.png,cat,51,79,215,228
Cats_Test1898.png,cat,58,13,162,134
Cats_Test1899.png,dog,166,92,239,171
Cats_Test19.png,dog,129,146,314,321
Cats_Test190.png,dog,80,133,245,263
Cats_Test1900.png,cat,92,81,240,245
Cats_Test1901.png,dog,86,68,257,222
Cats_Test1902.png,cat,39,15,150,136
Cats_Test1903.png,dog,135,47,232,186
Cats_Test1904.png,cat,168,26,272,124
Cats_Test1905.png,dog,126,119,237,226
Cats_Test1906.png,dog,10,191,256,365
Cats_Test1907.png,cat,106,60,227,168
Cats_Test1908.png,dog,125,56,250,232
Cats_Test1909.png,dog,109,8,260,170
Cats_Test191.png,cat,108,29,352,243
Cats_Test1910.png,dog,238,108,339,219
Cats_Test1911.png,dog,30,197,178,328
Cats_Test1912.png,dog,74,13,341,280
Cats_Test1913.png,dog,266,28,387,171
Cats_Test1914.png,cat,237,101,373,227
Cats_Test1915.png,dog,90,1,205,116
Cats_Test1916.png,dog,149,84,307,284
Cats_Test1917.png,dog,175,3,341,267
Cats_Test1918.png,dog,101,35,231,130
Cats_Test1919.png,dog,167,202,239,290
Cats_Test192.png,dog,126,34,311,213
Cats_Test1920.png,cat,298,94,423,213
Cats_Test1921.png,dog,45,3,205,160
Cats_Test1922.png,dog,76,37,229,157
Cats_Test1923.png,cat,199,34,379,223
Cats_Test1924.png,dog,88,25,200,175
Cats_Test1925.png,dog,102,136,313,317
Cats_Test1926.png,cat,162,4,358,202
Cats_Test1927.png,dog,83,11,233,177
Cats_Test1928.png,dog,118,22,231,88
Cats_Test1929.png,dog,31,28,175,134
Cats_Test193.png,dog,89,50,205,137
Cats_Test1930.png,cat,282,40,374,131
Cats_Test1931.png,dog,157,75,272,167
Cats_Test1932.png,dog,175,99,319,231
Cats_Test1933.png,dog,134,105,282,279
Cats_Test1934.png,cat,74,58,224,215
Cats_Test1935.png,dog,124,40,484,273
Cats_Test1936.png,cat,43,154,211,313
Cats_Test1937.png,dog,18,2,117,128
Cats_Test1938.png,dog,119,45,228,129
Cats_Test1939.png,dog,74,9,175,125
Cats_Test194.png,dog,34,35,202,159
Cats_Test1940.png,cat,121,32,250,171
Cats_Test1941.png,dog,72,162,304,340
Cats_Test1942.png,cat,130,56,281,223
Cats_Test1943.png,dog,56,22,225,163
Cats_Test1944.png,cat,109,52,308,248
Cats_Test1945.png,dog,81,21,221,130
Cats_Test1946.png,dog,114,1,251,107
Cats_Test1947.png,cat,69,76,240,263
Cats_Test1948.png,cat,84,31,173,120
Cats_Test1949.png,dog,142,23,386,234
Cats_Test195.png,dog,176,51,339,182
Cats_Test1950.png,cat,195,35,441,347
Cats_Test1951.png,cat,281,74,394,188
Cats_Test1952.png,dog,89,30,235,134
Cats_Test1953.png,dog,109,198,197,271
Cats_Test1954.png,cat,92,53,219,189
Cats_Test1955.png,dog,101,13,243,156
Cats_Test1956.png,cat,81,80,275,278
Cats_Test1957.png,cat,150,184,234,281
Cats_Test1958.png,cat,150,64,239,165
Cats_Test1959.png,dog,90,1,231,106
Cats_Test196.png,cat,53,16,243,196
Cats_Test1960.png,cat,8,1,406,301
Cats_Test1961.png,dog,34,1,259,205
Cats_Test1962.png,dog,69,13,172,112
Cats_Test1963.png,dog,43,13,225,172
Cats_Test1964.png,cat,70,23,222,167
Cats_Test1965.png,dog,101,102,326,231
Cats_Test1966.png,cat,147,40,273,156
Cats_Test1967.png,cat,11,94,231,306
Cats_Test1968.png,dog,198,22,309,118
Cats_Test1969.png,dog,40,15,150,137
Cats_Test197.png,cat,136,111,240,216
Cats_Test1970.png,cat,152,17,381,262
Cats_Test1971.png,dog,100,149,206,251
Cats_Test1972.png,dog,47,117,188,224
Cats_Test1973.png,dog,105,37,230,138
Cats_Test1974.png,dog,104,65,244,171
Cats_Test1975.png,dog,66,6,427,309
Cats_Test1976.png,dog,84,30,236,188
Cats_Test1977.png,cat,145,93,205,156
Cats_Test1978.png,cat,242,31,400,168
Cats_Test1979.png,dog,88,86,266,293
Cats_Test198.png,cat,213,12,347,150
Cats_Test1980.png,dog,58,53,158,168
Cats_Test1981.png,cat,150,2,372,291
Cats_Test1982.png,dog,109,20,193,117
Cats_Test1983.png,dog,74,12,477,263
Cats_Test1984.png,dog,235,2,368,155
Cats_Test1985.png,cat,74,1,385,260
Cats_Test1986.png,dog,160,59,256,179
Cats_Test1987.png,cat,223,77,285,145
Cats_Test1988.png,cat,25,8,175,162
Cats_Test1989.png,dog,233,18,377,210
Cats_Test199.png,cat,140,7,248,124
Cats_Test1990.png,dog,82,29,228,145
Cats_Test1991.png,dog,117,25,185,114
Cats_Test1992.png,dog,123,97,277,303
Cats_Test1993.png,dog,86,23,276,208
Cats_Test1994.png,dog,82,48,302,236
Cats_Test1995.png,dog,218,29,361,207
Cats_Test1996.png,dog,209,123,265,172
Cats_Test1997.png,cat,250,60,378,186
Cats_Test1998.png,dog,210,137,362,259
Cats_Test1999.png,dog,97,1,459,221
Cats_Test2.png,dog,97,35,304,199
Cats_Test20.png,cat,125,68,282,236
Cats_Test200.png,dog,144,1,349,292
Cats_Test2000.png,dog,89,91,211,253
Cats_Test2001.png,cat,70,1,228,143
Cats_Test2002.png,cat,197,27,342,184
Cats_Test2003.png,dog,156,89,248,192
Cats_Test2004.png,dog,152,37,293,167
Cats_Test2005.png,cat,296,4,489,220
Cats_Test2006.png,cat,28,28,237,231
Cats_Test2007.png,dog,24,24,225,288
Cats_Test2008.png,cat,167,36,449,322
Cats_Test2009.png,dog,181,112,325,233
Cats_Test201.png,dog,64,264,103,312
Cats_Test2010.png,dog,156,152,201,203
Cats_Test2011.png,cat,127,3,385,206
Cats_Test2012.png,cat,31,59,135,151
Cats_Test2013.png,dog,83,43,238,228
Cats_Test2014.png,dog,68,32,316,258
Cats_Test2015.png,dog,47,23,386,295
Cats_Test2016.png,dog,181,37,309,163
Cats_Test2017.png,dog,60,67,334,315
Cats_Test2018.png,dog,167,83,333,263
Cats_Test2019.png,dog,190,47,320,158
Cats_Test202.png,dog,223,64,350,170
Cats_Test2020.png,dog,150,84,240,169
Cats_Test2021.png,dog,270,17,381,87
Cats_Test2022.png,dog,192,98,296,172
Cats_Test2023.png,dog,44,49,269,236
Cats_Test2024.png,dog,191,112,384,291
Cats_Test2025.png,dog,89,25,209,133
Cats_Test2026.png,dog,4,12,156,139
Cats_Test2027.png,dog,51,35,296,261
Cats_Test2028.png,cat,85,14,261,195
Cats_Test2029.png,cat,123,17,367,317
Cats_Test203.png,cat,237,2,392,150
Cats_Test2030.png,dog,67,63,181,164
Cats_Test2031.png,dog,84,24,342,404
Cats_Test2032.png,dog,96,48,229,170
Cats_Test2033.png,cat,75,23,228,171
Cats_Test2034.png,dog,35,10,360,234
Cats_Test2035.png,cat,34,43,223,246
Cats_Test2036.png,dog,160,12,358,188
Cats_Test2037.png,cat,180,7,259,95
Cats_Test2038.png,cat,251,1,459,210
Cats_Test2039.png,dog,194,67,299,198
Cats_Test204.png,dog,28,31,102,115
Cats_Test2040.png,dog,1,1,288,278
Cats_Test2041.png,dog,49,63,152,150
Cats_Test2042.png,dog,159,27,300,238
Cats_Test2043.png,dog,152,162,340,317
Cats_Test2044.png,dog,137,105,203,196
Cats_Test2045.png,cat,45,4,155,115
Cats_Test2046.png,dog,184,36,412,322
Cats_Test2047.png,cat,49,35,317,320
Cats_Test2048.png,dog,110,91,264,253
Cats_Test2049.png,dog,57,18,174,158
Cats_Test205.png,cat,183,43,305,164
Cats_Test2050.png,dog,33,29,175,162
Cats_Test2051.png,dog,163,139,264,245
Cats_Test2052.png,dog,127,39,347,249
Cats_Test2053.png,dog,168,63,349,278
Cats_Test2054.png,dog,210,105,293,177
Cats_Test2055.png,dog,167,66,242,124
Cats_Test2056.png,cat,208,78,315,185
Cats_Test2057.png,cat,84,19,252,203
Cats_Test2058.png,dog,37,4,135,128
Cats_Test2059.png,dog,238,25,425,210
Cats_Test206.png,dog,204,81,380,296
Cats_Test2060.png,dog,55,167,163,241
Cats_Test2061.png,dog,200,75,295,172
Cats_Test2062.png,dog,16,47,190,239
Cats_Test2063.png,dog,130,108,373,268
Cats_Test2064.png,dog,298,66,442,183
Cats_Test2065.png,dog,30,88,206,267
Cats_Test2066.png,cat,48,35,265,285
Cats_Test2067.png,dog,62,50,145,124
Cats_Test2068.png,dog,60,48,457,398
Cats_Test2069.png,dog,78,173,292,440
Cats_Test207.png,dog,133,33,198,117
Cats_Test2070.png,dog,61,12,182,138
Cats_Test2071.png,dog,51,157,332,402
Cats_Test2072.png,dog,87,22,213,150
Cats_Test2073.png,dog,112,53,325,214
Cats_Test2074.png,cat,59,47,249,235
Cats_Test2075.png,dog,336,29,447,171
Cats_Test2076.png,cat,47,21,268,254
Cats_Test2077.png,dog,142,47,351,231
Cats_Test2078.png,dog,142,102,348,305
Cats_Test2079.png,dog,77,149,262,291
Cats_Test208.png,dog,59,202,206,323
Cats_Test2080.png,dog,49,93,250,349
Cats_Test2081.png,dog,128,84,320,244
Cats_Test2082.png,dog,181,33,369,208
Cats_Test2083.png,dog,224,112,294,169
Cats_Test2084.png,dog,147,61,357,277
Cats_Test2085.png,dog,75,11,295,202
Cats_Test2086.png,cat,91,35,159,102
Cats_Test2087.png,cat,225,8,402,217
Cats_Test2088.png,dog,126,36,484,378
Cats_Test2089.png,dog,140,158,290,242
Cats_Test209.png,dog,87,39,319,356
Cats_Test2090.png,dog,168,105,332,247
Cats_Test2091.png,dog,138,32,357,345
Cats_Test2092.png,cat,78,135,180,239
Cats_Test2093.png,dog,166,11,271,144
Cats_Test2094.png,cat,161,58,252,162
Cats_Test2095.png,dog,67,41,382,272
Cats_Test2096.png,cat,127,27,370,304
Cats_Test2097.png,dog,157,16,341,174
Cats_Test2098.png,dog,104,11,483,356
Cats_Test2099.png,cat,176,44,380,257
Cats_Test21.png,cat,192,63,314,176
Cats_Test210.png,dog,124,12,261,188
Cats_Test2100.png,dog,56,10,208,164
Cats_Test2101.png,dog,119,1,235,159
Cats_Test2102.png,dog,121,38,455,280
Cats_Test2103.png,dog,123,30,407,250
Cats_Test2104.png,dog,100,26,258,165
Cats_Test2105.png,dog,206,49,365,201
Cats_Test2106.png,dog,61,220,188,337
Cats_Test2107.png,dog,183,56,279,143
Cats_Test2108.png,dog,230,117,301,207
Cats_Test2109.png,dog,3,8,392,303
Cats_Test211.png,dog,152,13,353,182
Cats_Test2110.png,dog,97,17,231,210
Cats_Test2111.png,dog,11,24,394,326
Cats_Test2112.png,cat,170,16,248,87
Cats_Test2113.png,dog,99,25,415,274
Cats_Test2114.png,dog,105,50,406,281
Cats_Test2115.png,cat,12,16,78,88
Cats_Test2116.png,dog,153,37,269,153
Cats_Test2117.png,dog,180,257,237,314
Cats_Test2118.png,dog,204,105,290,202
Cats_Test2119.png,cat,122,27,213,126
Cats_Test212.png,dog,36,34,341,255
Cats_Test2120.png,dog,72,6,173,125
Cats_Test2121.png,cat,15,145,74,206
Cats_Test2122.png,cat,23,11,92,82
Cats_Test2123.png,cat,26,68,205,259
Cats_Test2124.png,cat,22,27,277,264
Cats_Test2125.png,dog,86,119,323,340
Cats_Test2126.png,dog,128,52,295,206
Cats_Test2127.png,dog,181,46,333,245
Cats_Test2128.png,dog,158,68,373,226
Cats_Test2129.png,dog,18,1,497,357
Cats_Test213.png,dog,114,93,205,195
Cats_Test2130.png,dog,69,21,196,120
Cats_Test2131.png,dog,215,152,375,297
Cats_Test2132.png,cat,59,36,277,266
Cats_Test2133.png,dog,11,13,164,166
Cats_Test2134.png,dog,128,69,263,275
Cats_Test2135.png,cat,112,17,433,340
Cats_Test2136.png,cat,93,1,297,217
Cats_Test2137.png,dog,190,108,242,184
Cats_Test2138.png,dog,294,118,368,198
Cats_Test2139.png,dog,254,16,391,213
Cats_Test214.png,dog,147,49,277,181
Cats_Test2140.png,cat,225,41,340,147
Cats_Test2141.png,dog,33,39,201,142
Cats_Test2142.png,dog,127,130,259,236
Cats_Test2143.png,dog,68,72,166,176
Cats_Test2144.png,dog,157,3,294,149
